"","PMID","Abstract","Year","Title"
"2850","35063032","BACKGROUND: Despite the adoption of strict infection prevention and control measures, many hospitals have reported outbreaks of multidrug-resistant organisms (MDRO) during the Coronavirus 2019 (COVID-19) pandemic. Following an outbreak of carbapenem-resistant Acinetobacter baumannii (CRAB) in our institution, we sought to systematically analyse characteristics of MDRO outbreaks in times of COVID-19, focussing on contributing factors and specific challenges in controlling these outbreaks.",2022,"The challenge of preventing and containing outbreaks of multidrug-resistant organisms and Candida auris during the coronavirus disease 2019 pandemic: report of a carbapenem-resistant Acinetobacter baumannii outbreak and a systematic review of the literature."
"2851","35063032","METHODS: We describe results of our own CRAB outbreak investigation and performed a systematic literature review for MDRO (including Candida auris) outbreaks which occurred during the COVID-19 pandemic (between December 2019 and March 2021). Search terms were related to pathogens/resistance mechanisms AND COVID-19. We summarized outbreak characteristics in a narrative synthesis and contrasted contributing factors with implemented control measures.",2022,"The challenge of preventing and containing outbreaks of multidrug-resistant organisms and Candida auris during the coronavirus disease 2019 pandemic: report of a carbapenem-resistant Acinetobacter baumannii outbreak and a systematic review of the literature."
"2852","35063032","RESULTS: The CRAB outbreak occurred in our intensive care units between September and December 2020 and comprised 10 patients (thereof seven with COVID-19) within two distinct genetic clusters (both ST2 carrying OXA-23). Both clusters presumably originated from COVID-19 patients transferred from the Balkans. Including our outbreak, we identified 17 reports, mostly caused by Candida auris (n = 6) or CRAB (n = 5), with an overall patient mortality of 35% (68/193). All outbreaks involved intensive care settings. Non-adherence to personal protective equipment (PPE) or hand hygiene (n = 11), PPE shortage (n = 8) and high antibiotic use (n = 8) were most commonly reported as contributing factors, followed by environmental contamination (n = 7), prolonged critical illness (n = 7) and lack of trained HCW (n = 7). Implemented measures mainly focussed on PPE/hand hygiene audits (n = 9), environmental cleaning/disinfection (n = 9) and enhanced patient screening (n = 8). Comparing potentially modifiable risk factors and control measures, we found the largest discrepancies in the areas of PPE shortage (risk factor in 8 studies, addressed in 2 studies) and patient overcrowding (risk factor in 5 studies, addressed in 0 studies).",2022,"The challenge of preventing and containing outbreaks of multidrug-resistant organisms and Candida auris during the coronavirus disease 2019 pandemic: report of a carbapenem-resistant Acinetobacter baumannii outbreak and a systematic review of the literature."
"2853","35063032","CONCLUSIONS: Reported MDRO outbreaks during the COVID-19 pandemic were most often caused by CRAB (including our outbreak) and C. auris. Inadequate PPE/hand hygiene adherence, PPE shortage, and high antibiotic use were the most commonly reported potentially modifiable factors contributing to the outbreaks. These findings should be considered for the prevention of MDRO outbreaks during future COVID-19 waves.",2022,"The challenge of preventing and containing outbreaks of multidrug-resistant organisms and Candida auris during the coronavirus disease 2019 pandemic: report of a carbapenem-resistant Acinetobacter baumannii outbreak and a systematic review of the literature."
"2854","35063249","BACKGROUND AND AIMS: Advice to drink plenty of fluid is common in respiratory infections. We assessed whether low fluid intake (dehydration) altered outcomes in adults with pneumonia.",2021,"Effects of fluid and drinking on pneumonia mortality in older adults: A systematic review and meta-analysis."
"2855","35063249","METHODS: We systematically reviewed trials increasing fluid intake and well-adjusted, well-powered observational studies assessing associations between markers of low-intake dehydration (fluid intake, serum osmolality, urea or blood urea nitrogen, urinary output, signs of dehydration) and mortality in adult pneumonia patients (with any type of pneumonia, including community acquired, health-care acquired, aspiration, COVID-19 and mixed types). Medline, Embase, CENTRAL, references of reviews and included studies were searched to 30/10/2020. Studies were assessed for inclusion, risk of bias and data extracted independently in duplicate. We employed random-effects meta-analysis, sensitivity analyses, subgrouping and GRADE assessment. Prospero registration: CRD42020182599.",2021,"Effects of fluid and drinking on pneumonia mortality in older adults: A systematic review and meta-analysis."
"2856","35063249","RESULTS: We identified one trial, 20 well-adjusted cohort studies and one case-control study. None suggested that more fluid (hydration) was associated with harm. Ten of 13 well-powered observational studies found statistically significant positive associations in adjusted analyses between dehydration and medium-term mortality. The other three studies found no significant effect. Meta-analysis suggested doubled odds of medium-term mortality in dehydrated (compared to hydrated) pneumonia patients (GRADE moderate-quality evidence, OR 2.3, 95% CI 1.8 to 2.8, 8619 deaths in 128,319 participants). Heterogeneity was explained by a dose effect (greater dehydration increased risk of mortality further), and the effect was consistent across types of pneumonia (including community-acquired, hospital-acquired, aspiration, nursing and health-care associated, and mixed pneumonia), age and setting (community or hospital). The single trial found that educating pneumonia patients to drink ≥1.5 L fluid/d alongside lifestyle advice increased fluid intake and reduced subsequent healthcare use. No studies in COVID-19 pneumonia met the inclusion criteria, but 70% of those hospitalised with COVID-19 have pneumonia. Smaller COVID-19 studies suggested that hydration is as important in COVID-19 pneumonia mortality as in other pneumonias.",2021,"Effects of fluid and drinking on pneumonia mortality in older adults: A systematic review and meta-analysis."
"2857","35063249","CONCLUSIONS: We found consistent moderate-quality evidence mainly from observational studies that improving hydration reduces the risk of medium-term mortality in all types of pneumonia. It is remarkable that while many studies included dehydration as a potential confounder, and major pneumonia risk scores include measures of hydration, optimal fluid volume and the effect of supporting hydration have not been assessed in randomised controlled trials of people with pneumonia. Such trials, are needed as potential benefits may be large, rapid and implemented at low cost. Supporting hydration and reversing dehydration has the potential to have rapid positive impacts on pneumonia outcomes, and perhaps also COVID-19 pneumonia outcomes, in older adults.",2021,"Effects of fluid and drinking on pneumonia mortality in older adults: A systematic review and meta-analysis."
"2858","35064988","BACKGROUND: Throughout 2020, the coronavirus disease 2019 (COVID-19) has become a threat to public health on national and global level. There has been an immediate need for research to understand the clinical signs and symptoms of COVID-19 that can help predict deterioration including mechanical ventilation, organ support, and death. Studies thus far have addressed the epidemiology of the disease, common presentations, and susceptibility to acquisition and transmission of the virus; however, an accurate prognostic model for severe manifestations of COVID-19 is still needed because of the limited healthcare resources available.",NA,"Prediction models for severe manifestations and mortality due to COVID-19: A systematic review."
"2859","35064988","OBJECTIVE: This systematic review aims to evaluate published reports of prediction models for severe illnesses caused COVID-19.",NA,"Prediction models for severe manifestations and mortality due to COVID-19: A systematic review."
"2860","35064988","METHODS: Searches were developed by the primary author and a medical librarian using an iterative process of gathering and evaluating terms. Comprehensive strategies, including both index and keyword methods, were devised for PubMed and EMBASE. The data of confirmed COVID-19 patients from randomized control studies, cohort studies, and case-control studies published between January 2020 and May 2021 were retrieved. Studies were independently assessed for risk of bias and applicability using the Prediction Model Risk Of Bias Assessment Tool (PROBAST). We collected study type, setting, sample size, type of validation, and outcome including intubation, ventilation, any other type of organ support, or death. The combination of the prediction model, scoring system, performance of predictive models, and geographic locations were summarized.",NA,"Prediction models for severe manifestations and mortality due to COVID-19: A systematic review."
"2861","35064988","RESULTS: A primary review found 445 articles relevant based on title and abstract. After further review, 366 were excluded based on the defined inclusion and exclusion criteria. Seventy-nine articles were included in the qualitative analysis. Inter observer agreement on inclusion 0.84 (95%CI 0.78-0.89). When the PROBAST tool was applied, 70 of the 79 articles were identified to have high or unclear risk of bias, or high or unclear concern for applicability. Nine studies reported prediction models that were rated as low risk of bias and low concerns for applicability.",NA,"Prediction models for severe manifestations and mortality due to COVID-19: A systematic review."
"2862","35064988","CONCLUSION: Several prognostic models for COVID-19 were identified, with varying clinical score performance. Nine studies that had a low risk of bias and low concern for applicability, one from a general public population and hospital setting. The most promising and well-validated scores include Clift et al.,15 and Knight et al.,18 which seem to have accurate prediction models that clinicians can use in the public health and emergency department setting.",NA,"Prediction models for severe manifestations and mortality due to COVID-19: A systematic review."
"2863","35065135","Virus-like particles (VLPs) are nano-scale particles that are morphologically similar to a live virus but which lack a genetic component. Since the pandemic spread of COVID-19, much focus has been placed on coronavirus (CoV)-related VLPs. CoVs contain four structural proteins, though the minimum requirement for VLP formation differs among virus species. CoV VLPs are commonly produced in mammalian and insect cell systems, sometimes in the form of chimeric VLPs that enable surface display of CoV epitopes. VLPs are an ideal model for virological research and have been applied as vaccines and diagnostic reagents to aid in clinical disease control. This review summarizes and updates the research progress on the characteristics of VLPs from different known CoVs, mainly focusing on assembly, in vitro expression systems for VLP generation, VLP chimerism, protein-based nanoparticles and their applications in basic research and clinical settings, which may aid in development of novel VLP vaccines against emerging coronavirus diseases such as SARS-CoV-2.",2022,"Review: A systematic review of virus-like particles of coronavirus: Assembly, generation, chimerism and their application in basic research and in the clinic."
"2864","35066048","Wastewater-based surveillance (WBS) for SARS-CoV-2 RNA is a promising complementary approach to monitor community viral circulation. A myriad of factors, however, can influence RNA concentrations in wastewater, impeding its epidemiological value. This article aims to provide an overview and discussion of factors up to the sampling stage that impact SARS-CoV-2 RNA concentration estimates in wastewater. To this end, a systematic review was performed in three databases (MEDLINE, Web of Science and Embase) and two preprint servers (MedRxiv and BioRxiv). Two authors independently screened and selected articles published between January 1, 2019 and May 4, 2021. A total of 22 eligible articles were included in this systematic review. The following factors up to sampling were identified to have an influence on SARS-CoV-2 RNA concentrations in wastewater and its interpretation: (i) shedding-related factors, including faecal shedding parameters (i.e. shedding pattern, recovery, rate, and load distribution), (ii) population size, (iii) in-sewer factors, including solid particles, organic load, travel time, flow rate, wastewater pH and temperature, and (iv) sampling strategy. In conclusion, factors influencing SARS-CoV-2 RNA concentration estimates in wastewater were identified and research gaps were discussed. The identification of these factors supports the need for further research on WBS for COVID-19.",2022,"Factors influencing SARS-CoV-2 RNA concentrations in wastewater up to the sampling stage: A systematic review."
"2865","35067002","HLA is crucial for appropriate immune responses in several viral infections, as well as in severe acute respiratory syndrome coronavirus-2 (SARS CoV-2). The unpredictable nature of Coronavirus Disease 19 (COVID-19), observed in both inter-individual and inter-population level, raises the question, to what extent the HLA, as part of host genetic factors, contribute to disease susceptibility and prognosis. We aimed to identify significant HLAs, those were investigated till now, for their association with COVID-19. Three databases were searched (PubMed, Cochrane library, and Web of Science) and articles published between January 2020 and May 2021 were included for in-depth analysis. Two separate teams including four observers independently extracted the summary data, with discrepancies resolved by consensus. This study is registered with PROSPERO (CRD42021251670). Of 1278 studies identified, 36 articles were included consisting of 794,571 participants. Countries from the European region appeared in the highest number of studies and vice versa for countries from South East Asia. Among 117 significantly altered alleles, 85 (72.65%) were found to have a positive correlation with COVID-19 and 33 (27.35%) alleles were observed having a negative correlation. HLA A*02 is the most investigated allele (n = 18) and showed contradictory results. Non-classical HLA E was explored by only one study and it showed that E*01:01 is associated with severity. Both in silico and wet lab data were considered and contrasting results were found from two approaches. Although several HLAs depicted significant association, nothing conclusive could be drawn because of heterogeneity in study designs, HLA typing methods, and so forth. This systematic review shows that, though HLAs play role in COVID-19 susceptibility, severity, and mortality, more uniformly designed, interrelated studies with the inclusion of global data, for use in evidence-based medicine are needed.",2022,"Association of HLA gene polymorphism with susceptibility, severity, and mortality of COVID-19: A systematic review."
"2866","35075690","AIM: To evaluate the effectiveness of telemedicine psychoeducational interventions (PIs) in adult patients on the clinical management of chronic non-oncological diseases compared with another therapeutic option or no treatment.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2867","35075690","DESIGN: Systematic review of randomized controlled trials.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2868","35075690","DATA SOURCES: Six databases were searched between January 2011 and August 2021.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2869","35075690","REVIEW METHODS: A systematic review was reported according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Study selection, quality appraisal and data extraction were conducted independently by two reviewers. A third arbiter was available if discrepancies.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2870","35075690","RESULTS: A total of 719 articles were reviewed and 17 studies met the inclusion and quality criteria. The included studies related to smoking, chronic pain, obesity and mental illness. Most interventions were based on cognitive behavioural theory. Most of the included studies (12/17, 70.5%) showed improvements in health and significant reductions in anxiety, pain and depression with variable effect sizes. Patients reported a high satisfaction rate and indicated lectures or self-report writings as helpful in their recovery compared with more interactive items. Only financial incentives demonstrated greater adherence. A specific intervention format or complementary professional support was not associated with health outcomes.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2871","35075690","CONCLUSIONS: Telemedicine PIs are a safe and effective option for the clinical management of adults with chronic diseases. Future longitudinal studies are needed to assess the impact of these interventions on chronic physical and mental disease, evaluating the quality of life, morbidity and mortality.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2872","35075690","IMPACT: The results reinforce the telemedicine PIs with effects on clinical management similar to those of the face-to-face modality and can be carried out in a safe environment for patients at a lower cost to the health system. These conditions make them suitable for comprehensive care in the epidemiological COVID-19 context with the highest safety conditions for the patients and professionals.",2022,"Effectiveness of telemedicine psychoeducational interventions for adults with non-oncological chronic disease: A systematic review."
"2873","35076409","BACKGROUND: Wearable devices hold great promise, particularly for data generation for cutting-edge health research, and their demand has risen substantially in recent years. However, there is a shortage of aggregated insights into how wearables have been used in health research.",2022,"The Impact of Wearable Technologies in Health Research: Scoping Review."
"2874","35076409","OBJECTIVE: In this review, we aim to broadly overview and categorize the current research conducted with affordable wearable devices for health research.",2022,"The Impact of Wearable Technologies in Health Research: Scoping Review."
"2875","35076409","METHODS: We performed a scoping review to understand the use of affordable, consumer-grade wearables for health research from a population health perspective using the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews) framework. A total of 7499 articles were found in 4 medical databases (PubMed, Ovid, Web of Science, and CINAHL). Studies were eligible if they used noninvasive wearables: worn on the wrist, arm, hip, and chest; measured vital signs; and analyzed the collected data quantitatively. We excluded studies that did not use wearables for outcome assessment and prototype studies, devices that cost >€500 (US $570), or obtrusive smart clothing.",2022,"The Impact of Wearable Technologies in Health Research: Scoping Review."
"2876","35076409","RESULTS: We included 179 studies using 189 wearable devices covering 10,835,733 participants. Most studies were observational (128/179, 71.5%), conducted in 2020 (56/179, 31.3%) and in North America (94/179, 52.5%), and 93% (10,104,217/10,835,733) of the participants were part of global health studies. The most popular wearables were fitness trackers (86/189, 45.5%) and accelerometer wearables, which primarily measure movement (49/189, 25.9%). Typical measurements included steps (95/179, 53.1%), heart rate (HR; 55/179, 30.7%), and sleep duration (51/179, 28.5%). Other devices measured blood pressure (3/179, 1.7%), skin temperature (3/179, 1.7%), oximetry (3/179, 1.7%), or respiratory rate (2/179, 1.1%). The wearables were mostly worn on the wrist (138/189, 73%) and cost <€200 (US $228; 120/189, 63.5%). The aims and approaches of all 179 studies revealed six prominent uses for wearables, comprising correlations-wearable and other physiological data (40/179, 22.3%), method evaluations (with subgroups; 40/179, 22.3%), population-based research (31/179, 17.3%), experimental outcome assessment (30/179, 16.8%), prognostic forecasting (28/179, 15.6%), and explorative analysis of big data sets (10/179, 5.6%). The most frequent strengths of affordable wearables were validation, accuracy, and clinical certification (104/179, 58.1%).",2022,"The Impact of Wearable Technologies in Health Research: Scoping Review."
"2877","35076409","CONCLUSIONS: Wearables showed an increasingly diverse field of application such as COVID-19 prediction, fertility tracking, heat-related illness, drug effects, and psychological interventions; they also included underrepresented populations, such as individuals with rare diseases. There is a lack of research on wearable devices in low-resource contexts. Fueled by the COVID-19 pandemic, we see a shift toward more large-sized, web-based studies where wearables increased insights into the developing pandemic, including forecasting models and the effects of the pandemic. Some studies have indicated that big data extracted from wearables may potentially transform the understanding of population health dynamics and the ability to forecast health trends.",2022,"The Impact of Wearable Technologies in Health Research: Scoping Review."
"2878","35078098","BACKGROUND AND AIM: This systematic review and meta-analysis aimed to evaluate the latest evidence on the association between colchicine and mortality in patients with COVID-19.",2022,"Effect of colchicine on mortality in patients with COVID-19 - A systematic review and meta-analysis."
"2879","35078098","METHODS: We performed a comprehensive literature search from the PubMed, Scopus, Embase, EuropePMC, and Clinicaltrials.gov up until 02 January 2022. We include randomized controlled trials (RCTs) and observational studies reporting colchicine use in patients with COVID-19 and mortality within 30 days. The intervention group was patients given colchicine during the course of treatment. The control group was patients given placebo or standard of care at the respective institutions. The outcome was mortality. The effect estimate was reported as risk ratio (RR).",2022,"Effect of colchicine on mortality in patients with COVID-19 - A systematic review and meta-analysis."
"2880","35078098","RESULTS: There were 12 studies comprising of 6953 patients included in this meta-analysis. Mortality rate was 0.18 [95%CI 0.10, 0.26] in the colchicine group and 0.26 [95%CI 0.15, 0.38] in the control group. Colchicine was associated with reduction in mortality (RR 0.66 [95%CI 0.53, 0.83], p < 0.001; I2: 42%). Sensitivity analysis using fixed-effect model (RR 0.73 [95%CI 0.63, 0.83], p < 0.001; I2: 42%. Subgroup analysis on the four RCTs showed non-significant result (RR 0.81 [95%CI 0.54, 1.20], p = 0.29; I2: 10%). Meta-regression showed that the association between colchicine and reduced mortality was not affected by age (p = 0.613) [Fig. 3], sex (p = 0.915), diabetes (p = 0.795), and hypertension (p = 0.403).",2022,"Effect of colchicine on mortality in patients with COVID-19 - A systematic review and meta-analysis."
"2881","35078098","CONCLUSION: Though the meta-analysis showed decreased mortality with colchicine in patients with COVID-19, the meta-analysis of randomized trials did not show any significant effect of colchicine on mortality.",2022,"Effect of colchicine on mortality in patients with COVID-19 - A systematic review and meta-analysis."
"2882","35078136","PURPOSE: To identify the defining lung ultrasound (LUS) findings of COVID-19, and establish its association to the initial severity of the disease and prognostic outcomes.",2022,"Ultrasound findings of lung ultrasonography in COVID-19: A systematic review."
"2883","35078136","METHOD: Systematic review was conducted according to the PRISMA guidelines. We queried PubMed, Embase, Web of Science, Cochrane Database and Scopus using the terms ((coronavirus) OR (covid-19) OR (sars AND cov AND 2) OR (2019-nCoV)) AND ((""lung ultrasound"") OR (LUS)), from 31st of December 2019 to 31st of January 2021. PCR-confirmed cases of SARS-CoV-2 infection, obtained from original studies with at least 10 participants 18 years old or older, were included. Risk of bias and applicability was evaluated with QUADAS-2.",2022,"Ultrasound findings of lung ultrasonography in COVID-19: A systematic review."
"2884","35078136","RESULTS: We found 1333 articles, from which 66 articles were included, with a pooled population of 4687 patients. The most examined findings were at least 3 B-lines, confluent B-lines, subpleural consolidation, pleural effusion and bilateral or unilateral distribution. B-lines, its confluent presentation and pleural abnormalities are the most frequent findings. LUS score was higher in intensive care unit (ICU) patients and emergency department (ED), and it was associated with a higher risk of developing unfavorable outcomes (death, ICU admission or need for mechanical ventilation). LUS findings and/or the LUS score had a good negative predictive value in the diagnosis of COVID-19 compared to RT-PCR.",2022,"Ultrasound findings of lung ultrasonography in COVID-19: A systematic review."
"2885","35078136","CONCLUSIONS: The most frequent ultrasound findings of COVID-19 are B-lines and pleural abnormalities. High LUS score is associated with developing unfavorable outcomes. The inclusion of pleural effusion in the LUS score and the standardisation of the imaging protocol in COVID-19 LUS remains to be defined.",2022,"Ultrasound findings of lung ultrasonography in COVID-19: A systematic review."
"2886","35078809","INTRODUCTION: Several studies have examined how the lockdown restrictions enforced to halt the spread of COVID-19 have affected children and adolescents' movement behaviours, but there is a need to synthesise these findings. Therefore, we conducted this systematic review to examine the impact of COVID-19 lockdown on children and adolescents' movement behaviours.",NA,"Impact of COVID-19 pandemic lockdown on movement behaviours of children and adolescents: a systematic review."
"2887","35078809","METHODS: We searched eight databases and grey literature for relevant studies of all study designs; and conducted a narrative analysis of the results following synthesis without meta-analysis guidelines. We used appropriate tools to assess the risk of bias in quantitative and qualitative studies. We compared changes in physical activity, screen time and sleep duration and quality from before to during the COVID-19 lockdown.",NA,"Impact of COVID-19 pandemic lockdown on movement behaviours of children and adolescents: a systematic review."
"2888","35078809","RESULTS: This review included 71 studies reporting data from 35 countries and territories, mostly from high-income economies. A majority of the studies used a cross-sectional design and had fair to poor-quality ratings. Most studies reported reduced physical activity, increased screen time and longer sleep hours among children and adolescents. Children and adolescents facing strict lockdowns saw a larger decline in physical activity and a sharper increase in screen time than those under mild restrictions.",NA,"Impact of COVID-19 pandemic lockdown on movement behaviours of children and adolescents: a systematic review."
"2889","35078809","CONCLUSION: COVID-19-related lockdowns were detrimental to children and adolescents' movement behaviours, with stricter lockdowns tending to have a bigger impact. Children and adolescents under COVID-19 restrictions are likely to be less active, spend more time on screen, and sleep longer hours than before the lockdown. More studies from low-income and middle-income countries could provide a clearer picture of the impact.",NA,"Impact of COVID-19 pandemic lockdown on movement behaviours of children and adolescents: a systematic review."
"2890","35078809","PROSPERO REGISTRATION NUMBER: CRD42021245924.",NA,"Impact of COVID-19 pandemic lockdown on movement behaviours of children and adolescents: a systematic review."
"2891","35080354","There is an urgent need for effective treatment modalities for coronavirus disease 2019 (COVID-19). Data for the use of steroids in COVID-19 is emerging. We conducted this systematic review and meta-analysis to estimate the effectiveness of steroid administration in mortality reduction due to COVID-19 compared to the control group. A systematic search of the Pubmed and Embase databases was performed to extract randomized controlled trials (RCTs) regarding the use of steroid therapy for COVID-19. An overall and subgroup (based upon the type of steroid) pooled mortality analysis was performed, and odds ratios were reported. Cochrane risk of bias assessment tool was used to assess the risk of bias. Heterogeneity was assessed using the I2 statistic. Six RCTs, including 7707 patients, were selected for review. Three trials reported 28-day mortality, and two trials reported 21-day mortality, and one trial reported in-hospital mortality. There were 730 deaths among 2837 participants in the steroid group while 1342 deaths among 4870 patients randomized to the control group (Odds ratio 0.76, 95% confidence interval 0.58-1.00, p=0.05). The effect was significant in patients on oxygen or mechanical ventilation. There was no difference in the various preparations and doses of the steroids. There was heterogeneity among the trials as the I2 value was 53%, with a p-value of 0.06. There was no indication of increased serious adverse events. This meta-analysis of RCTs demonstrated that the use of systemic corticosteroids is associated with a reduction in all-cause mortality in patients with COVID-19 on oxygen or mechanical ventilation.",2021,"Steroid therapy for COVID-19: A systematic review and meta-analysis of randomized controlled trials."
"2892","35081224","The aim of this scoping review was to provide sufficient information about the effectiveness of ozone gas in virus inactivation of surfaces and objects under different environmental conditions. The review was performed according to the list of PRISMA SrC recommendations and the JBI Manual for Evidence Synthesis for Scoping Reviews. The review was registered in Open Science Framework (OSF). EMBASE (Ovid), Lilacs, LIVIVO, MEDLINE (PubMed), SciELO, Scopus and Web of Science were primary sources, and ""gray literature"" was searched in OpenGray and OpenThesis. A study was included if it reported primary data on the effect of ozone gas application for vehicle-borne and airborne virus inactivation. No language or publication date restriction was applied. The search was conduct on July 1, 2020. A total of 16,120 studies were screened, and after exclusion of noneligible studies, fifteen studies fulfilled all selection criteria. Application of ozone gas varied in terms of concentration, ozone exposure period and the devices used to generate ozone gas. Twelve studies showed positive results for inactivation of different virus types, including bacteriophages, SARS-CoV-2 surrogates and other vehicle-borne viruses. Most of the studies were classified as unclear regarding sponsorship status. Although most of the population has not yet been vaccinated against COVID-19, disinfection of environments, surfaces, and objects is an essential prevention strategy to control the spread of this disease. The results of this Scoping Review demonstrate that ozone gas is promising for viral disinfection of surfaces.",2022,"Ozone disinfection for viruses with applications in healthcare environments: a scoping review."
"2893","35081236","INTRODUCTION: The Sociedade Portuguesa de Cuidados Intensivos and the Infection and Sepsis Group have previously issued health service and management recommendations for critically ill patients with COVID-19. Due to the evolution of knowledge, the panel of experts was again convened to review the current evidence and issue updated recommendations.",2022,"Update of the recommendations of the Sociedade Portuguesa de Cuidados Intensivos and the Infection and Sepsis Group for the approach to COVID-19 in Intensive Care Medicine."
"2894","35081236","METHODS: A national panel of experts who declared that they had no conflicts of interest regarding the development of the recommendations was assembled. Operational questions were developed based on the PICO methodology, and a rapid systematic review was conducted by consulting different bibliographic sources. The panel determined the direction and strength of the recommendations using two Delphi rounds, conducted in accordance with the principles of the GRADE system. A strong recommendation received the wording ""is recommended"", and a weak recommendation was written as ""is suggested.""",2022,"Update of the recommendations of the Sociedade Portuguesa de Cuidados Intensivos and the Infection and Sepsis Group for the approach to COVID-19 in Intensive Care Medicine."
"2895","35081236","RESULTS: A total of 48 recommendations and 30 suggestions were issued, covering the following topics: diagnosis of SARS-CoV-2 infection, coinfection and superinfection; criteria for admission, cure and suspension of isolation; organization of services; personal protective equipment; and respiratory support and other specific therapies (antivirals, immunomodulators and anticoagulation).",2022,"Update of the recommendations of the Sociedade Portuguesa de Cuidados Intensivos and the Infection and Sepsis Group for the approach to COVID-19 in Intensive Care Medicine."
"2896","35081236","CONCLUSION: These recommendations, specifically oriented to the Portuguese reality but that may also apply to Portuguese-speaking African countries and East Timor, aim to support health professionals in the management of critically ill patients with COVID-19. They will be continuously reviewed to reflect the progress of our understanding and the treatment of this pathology.",2022,"Update of the recommendations of the Sociedade Portuguesa de Cuidados Intensivos and the Infection and Sepsis Group for the approach to COVID-19 in Intensive Care Medicine."
"2897","35083038","Background: Cytokine storm has been widely known to contribute to the development of the critical condition in patients with coronavirus disease 2019 (COVID-19), and studies had been conducted to assess the potential aspect of cytokine storm elimination by performing therapeutic plasma exchange (TPE). However, contradictory findings were observed. The objective of this study was to assess the association between TPE and the reduction of mortality of critically ill COVID-19 patients. Methods: A meta-analysis was conducted by collecting data from PubMed, Scopus, and Web of Science. Data on the mortality rate of critically ill COVID-19 patients treated with TPE plus standard of care and that of patients treated with standard of care alone were analyzed using a Z test. Results: We included a total of four papers assessing the association between TPE and the risk of mortality among critically ill COVID-19 patients. Our findings suggested that critically ill COVID-19 patients treated with TPE had lower risk of mortality compared to those without TPE treatment. Conclusion: Our study has identified the potential benefits of TPE in reducing the risk of mortality among critically ill COVID-19 patients.",2021,"The association between therapeutic plasma exchange and the risk of mortality among patients critically ill with COVID-19: a meta-analysis."
"2898","35083229","Purpose: The primary objective of this systematic review is to assess association of mortality in COVID-19 patients on Angiotensin-converting-enzyme inhibitors (ACEIs) and Angiotensin-II receptor blockers (ARBs). A secondary objective is to assess associations with higher severity of the disease in COVID-19 patients. Materials and Methods: We searched multiple COVID-19 databases (WHO, CDC, LIT-COVID) for longitudinal studies globally reporting mortality and severity published before January 18th, 2021. Meta-analyses were performed using 53 studies for mortality outcome and 43 for the severity outcome. Mantel-Haenszel odds ratios were generated to describe overall effect size using random effect models. To account for between study results variations, multivariate meta-regression was performed with preselected covariates using maximum likelihood method for both the mortality and severity models. Result: Our findings showed that the use of ACEIs/ARBs did not significantly influence either mortality (OR = 1.16 95% CI 0.94-1.44, p = 0.15, I 2 = 93.2%) or severity (OR = 1.18, 95% CI 0.94-1.48, p = 0.15, I 2 = 91.1%) in comparison to not being on ACEIs/ARBs in COVID-19 positive patients. Multivariate meta-regression for the mortality model demonstrated that 36% of between study variations could be explained by differences in age, gender, and proportion of heart diseases in the study samples. Multivariate meta-regression for the severity model demonstrated that 8% of between study variations could be explained by differences in age, proportion of diabetes, heart disease and study country in the study samples. Conclusion: We found no association of mortality or severity in COVID-19 patients taking ACEIs/ARBs.",2022,"Mortality and Severity in COVID-19 Patients on ACEIs and ARBs-A Systematic Review, Meta-Analysis, and Meta-Regression Analysis."
"2899","35083847","Hypertension is a common comorbidity in COVID-19 patients. However, little data is available on mortality in COVID-19 patients with hypertension in sub-Saharan Africa (SSA). Herein, the authors conducted a systematic review of research articles published from January 1, 2020 to July 1, 2021. Our aim was to evaluate the magnitude of COVID-19 mortality in patients with hypertension in SSA. Following the PRISMA guidelines, two independent investigators conducted the literature review to collect relevant data. The authors used a random effect model to estimate the odds ratio, or hazard ratio, with a 95% confidence interval (CI). Furthermore, the authors used Egger's tests to check for publication bias. For mortality analysis, the authors included data on 29 945 COVID-19 patients from seven publications. The authors assessed the heterogeneity across studies with the I2 test. Finally, the pooled analysis revealed that hypertension was associated with an increased odds of mortality among COVID-19 inpatients (OR 1.32; 95% CI, 1.13-1.50). Our analysis revealed neither substantial heterogeneity across studies nor a publication bias. Therefore, our prespecified results provided new evidence that hypertension could increase the risk of mortality from COVID-19 in SSA.",2022,"Mortality associated with COVID-19 and hypertension in sub-Saharan Africa. A systematic review and meta-analysis."
